,title,extract,vectored
925,Screw,"A screw and a bolt are similar types of fastener typically made of metal and characterized by a helical ridge, called a male thread. Screws and bolts are used to fasten materials by the engagement of the screw thread with a similar female thread in a matching part.","['screw', -0.4312500059604645, -0.19915999472141266, 0.7803800106048584, -1.2750999927520752, -0.6134099960327148, 0.5851399898529053, 0.3839299976825714, -0.19346000254154205, -0.17396000027656555, -0.647849977016449, 0.25672000646591187, 1.2871999740600586, -0.9832000136375427, 1.4180999994277954, -1.045699954032898, 0.3185200095176697, -0.022377999499440193, 0.7769899964332581, -0.0417260006070137, -1.3859000205993652, 0.03624799847602844, -1.3442000150680542, 0.26451000571250916, 0.18795999884605408, 0.3604399859905243, -1.151900053024292, -0.5215499997138977, 0.8012099862098694, 1.082800030708313, -0.46202999353408813, 0.8860700130462646, -0.23510000109672546, -0.6466299891471863, 1.5175000429153442, 0.261680006980896, 0.05018100142478943, 0.22391000390052795, 0.12772999703884125, 0.48014000058174133, 0.4737899899482727, 0.3362500071525574, -0.645829975605011, 0.03317800164222717, 0.5463399887084961, 0.12826000154018402, -0.20316000282764435, 1.066499948501587, -0.43599000573158264, -0.03133599832653999, -0.43479999899864197]"
926,Sex,"Sex is the trait that determines whether a sexually reproducing animal or plant produces male or female gametes. Male plants and animals produce small mobile gametes, while females produce larger, non-motile ones. Organisms that produce both types of gametes are called hermaphrodites. During sexual reproduction, male and female gametes fuse to form zygotes, which develop into offspring that inherit traits from each parent.","['sex', -0.010418999940156937, 0.18859000504016876, -1.1102999448776245, -0.1152999997138977, 0.4135499894618988, 1.6053999662399292, 0.20116999745368958, -0.8814600110054016, 0.41255998611450195, 0.9536799788475037, -0.18310999870300293, -0.30527999997138977, 0.2918899953365326, -0.10751999914646149, 1.40910005569458, -0.17545999586582184, -0.7513300180435181, -0.14834000170230865, 0.38850000500679016, 0.07941299676895142, 0.22707000374794006, 1.233199954032898, 0.2927300035953522, 1.31659996509552, -0.49709001183509827, -1.7792999744415283, 0.056007999926805496, -0.3970000147819519, 0.5141800045967102, -0.3168799877166748, 2.397599935531616, 0.3126299977302551, -0.44624000787734985, -1.1555999517440796, -0.28933000564575195, -0.08037199825048447, -0.04374400153756142, -0.8921700119972229, -0.48708000779151917, -0.6010100245475769, -0.3696199953556061, 0.20774999260902405, 0.5189999938011169, 1.3062000274658203, 0.5472099781036377, -0.7745699882507324, 0.10108999907970428, -0.6622899770736694, 0.16455000638961792, 0.5196499824523926]"
927,Shop,Shop or shopping refers to:,"['shop', -0.12172000110149384, -0.18029999732971191, -0.36649999022483826, -0.05171399936079979, 0.8923299908638, -0.546750009059906, -1.5867999792099, -0.34439998865127563, 0.4157400131225586, -0.04335499927401543, -0.24031999707221985, -0.17609000205993652, -0.1595200002193451, 0.10493999719619751, 0.37775999307632446, 0.31068000197410583, -0.5115299820899963, 0.6528599858283997, 0.37448999285697937, -0.9851800203323364, 1.7343000173568726, 0.3620299994945526, -1.2101000547409058, 1.07260000705719, -0.5223900079727173, -1.0261000394821167, -0.8314399719238281, 0.25224000215530396, 1.000499963760376, -0.9457399845123291, 2.168299913406372, -0.26618000864982605, 0.020052999258041382, 0.8039000034332275, 0.3275800049304962, 0.6627500057220459, 0.25317999720573425, 0.5506899952888489, 0.8384799957275391, 0.43553999066352844, 0.5302199721336365, 0.05124500021338463, -0.24251000583171844, 0.2516300082206726, 0.9767100214958191, 0.15654000639915466, -0.34011998772621155, -1.1129000186920166, 0.6027600169181824, 0.10238999873399734]"
928,Shower,"A shower is a place in which a person bathes under a spray of typically warm or hot water. Indoors, there is a drain in the floor. Most showers have temperature, spray pressure and adjustable showerhead nozzle. The simplest showers have a swivelling nozzle aiming down on the user, while more complex showers have a showerhead connected to a hose that has a mounting bracket. This allows the showerer to hold the showerhead by hand to spray the water onto different parts of their body. A shower can be installed in a small shower stall or bathtub with a plastic shower curtain or door. Showering is common due to the efficiency of using it compared with a bathtub. Its use in hygiene is, therefore, common practice.","['shower', 0.502269983291626, 0.6924300193786621, -0.07564199715852737, -0.4666000008583069, -0.2982400059700012, -0.08195800334215164, 0.4486899971961975, 0.548550009727478, 0.0632530003786087, 0.27063998579978943, -0.3797700107097626, -0.04395800083875656, 0.6008599996566772, 1.0226000547409058, 0.5906800031661987, 0.7864099740982056, -0.4730600118637085, 0.49884000420570374, -0.6410099864006042, -1.3712999820709229, 0.8710500001907349, 0.6553999781608582, 0.2969000041484833, -0.5254600048065186, -0.22386999428272247, -0.29673001170158386, -0.5362799763679504, 1.0377000570297241, 0.8570399880409241, 0.10497000068426132, 1.1510000228881836, 0.8644300103187561, -0.7050399780273438, 0.26572999358177185, -0.3449299931526184, 1.0133999586105347, 0.9444599747657776, 0.08299200236797333, 0.992389976978302, -0.20711000263690948, 0.025685999542474747, 0.5308200120925903, -0.8253700137138367, 0.8170300126075745, 0.5346699953079224, -0.32236000895500183, 0.15078000724315643, -1.4896999597549438, 0.05603000149130821, -0.12445999681949615]"
929,Suit,"A suit, lounge suit, or business suit is a set of clothes comprising a suit jacket and trousers of identical textiles worn with a collared dress shirt, necktie, and dress shoes. A skirt suit is similar, but with a matching skirt instead of trousers. It is considered informal wear in Western dress codes. The lounge suit originated in 19th-century Britain as a more casual alternative for sportswear and British country clothing, with roots in early modern Western Europe. After replacing the black frock coat in the early 20th century as regular daywear, a sober one-colored suit became known as a lounge suit.","['suit', -0.3840799927711487, -0.39702001214027405, -0.8840600252151489, 0.7566400170326233, 0.2258799970149994, 0.9754700064659119, 0.05676399916410446, -0.2999899983406067, -0.03178200125694275, -0.4815100133419037, -0.09586799889802933, 0.1658100038766861, -0.09848500043153763, -0.13805000483989716, 0.5968199968338013, 0.15015000104904175, -1.023800015449524, -0.3077000081539154, 0.026464000344276428, -1.6282000541687012, 0.11221999675035477, 0.5648400187492371, -0.5212500095367432, -0.6797000169754028, -1.391800045967102, -1.9473999738693237, -0.5527499914169312, 0.6576399803161621, 0.09203600138425827, -0.7612500190734863, 1.9141000509262085, -0.34700000286102295, -0.7819200158119202, -0.040922001004219055, -0.1618500053882599, -0.2687300145626068, 0.1528400033712387, -0.47231999039649963, -0.2597000002861023, -1.3956999778747559, 0.2218099981546402, 0.13556000590324402, 0.6029599905014038, 0.8100000023841858, 0.220660001039505, -0.6292499899864197, -0.3141300082206726, -0.576449990272522, -0.07189100235700607, 0.21442000567913055]"
930,Tone,"
Tone may refer to:","['tone', -0.4798099994659424, 0.10183999687433243, -0.9192500114440918, -0.6175900101661682, 0.4975700080394745, 0.2775700092315674, 0.5850399732589722, -0.17027999460697174, -1.211400032043457, 0.780269980430603, -0.3755199909210205, -0.03251300007104874, 0.04832100123167038, 0.4586000144481659, -0.9177299737930298, -0.05314499884843826, -0.9848099946975708, -0.5928999781608582, 0.18720999360084534, -1.0703999996185303, -0.30924999713897705, 0.6400499939918518, 0.40202999114990234, -0.2919299900531769, 0.8411700129508972, -0.9261599779129028, -0.2885499894618988, 1.3357000350952148, 0.3537200093269348, 0.38988998532295227, 2.8301000595092773, -0.2067600041627884, 0.528689980506897, -0.3997499942779541, -0.1499900072813034, -0.750220000743866, -0.07467199862003326, -0.03428399935364723, -1.2014000415802002, -0.4571099877357483, 0.3872799873352051, 0.32767999172210693, -0.652459979057312, -0.21550999581813812, 0.25415998697280884, 0.3010300099849701, 0.9142299890518188, 0.45633000135421753, -0.37970998883247375, 0.7013599872589111]"
931,Window,"A window is an opening in a wall, door, roof, or vehicle that allows the exchange of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts.","['window', 0.6710000038146973, 0.5431100130081177, 0.2941499948501587, -0.6357499957084656, 0.8301799893379211, -0.4163399934768677, -0.44106000661849976, -0.30562999844551086, -0.058522000908851624, -0.27404001355171204, -0.3655700087547302, -0.2312600016593933, -0.30265000462532043, 0.8774999976158142, 0.31363001465797424, 0.7268999814987183, -0.8603799939155579, -0.5838500261306763, 0.009168400429189205, -1.2716000080108643, 0.632860004901886, 0.2558700144290924, -1.4147000312805176, 0.23315000534057617, -0.026914000511169434, -0.5305699706077576, 0.3248400092124939, 1.3938000202178955, 0.6109700202941895, -0.4187900125980377, 2.4428000450134277, -0.28672999143600464, -0.026512999087572098, -0.21118000149726868, -0.08484800159931183, 0.8528599739074707, 1.0358999967575073, -0.22111999988555908, 0.3385399878025055, -0.6727200150489807, 0.5059700012207031, 0.06579200178384781, -0.47839999198913574, 0.34358999133110046, 0.09730599820613861, 0.16625000536441803, 1.1850999593734741, -1.1885000467300415, 0.5143600106239319, -0.7596200108528137]"
932,Agent,Agent may refer to:,"['agent', 0.2385299950838089, 0.34887999296188354, -0.07075399905443192, 0.5150399804115295, 0.5131000280380249, 0.4234299957752228, -1.1919000148773193, 0.2637600004673004, -0.09415999799966812, 0.10109999775886536, 0.7611100077629089, 1.492300033569336, -0.6259099841117859, 0.6082599759101868, 0.9628000259399414, -0.1974399983882904, -0.006085400003939867, 0.09385500103235245, -0.726610004901886, 0.4973999857902527, -0.06252899765968323, -0.17388999462127686, 0.28971999883651733, 0.17226000130176544, -1.1866999864578247, -1.909999966621399, 0.8225200176239014, -0.18685999512672424, 0.992389976978302, -0.39833998680114746, 1.4946999549865723, -0.675570011138916, -0.1639000028371811, -1.2718000411987305, 0.5012800097465515, 0.6679199934005737, -0.12246999889612198, 0.031125999987125397, 0.6654700040817261, -0.0023936000652611256, 0.46832001209259033, 0.769540011882782, -0.05683299899101257, 0.10091999918222427, 0.4023999869823456, -0.927299976348877, -0.11135999858379364, 0.8306199908256531, -0.2392899990081787, 1.1943000555038452]"
933,Band,Band or BAND may refer to:,"['band', -0.7724499702453613, 0.21817000210285187, -0.4004899859428406, -0.5281599760055542, -0.46086999773979187, 0.58610999584198, -1.5542000532150269, 0.5417699813842773, -0.287880003452301, 0.9226099848747253, 1.0988999605178833, 0.25979000329971313, -0.3288300037384033, 0.7963399887084961, -0.23009000718593597, -0.22103999555110931, 0.45758000016212463, 0.01363999955356121, -0.6359699964523315, -0.6061699986457825, -0.08484400063753128, 0.27250000834465027, 0.3915199935436249, 0.6398400068283081, -0.4981600046157837, -0.17931999266147614, -1.4179999828338623, -0.029052000492811203, -0.07486400008201599, -0.6029300093650818, 3.058500051498413, -0.8475199937820435, 0.10378000140190125, -0.15262000262737274, 0.02331800013780594, 0.09548299759626389, 0.7330099940299988, -1.6128000020980835, -0.0756009966135025, -0.682640016078949, 0.07510899752378464, -0.5685499906539917, -1.617799997329712, -1.0405000448226929, 0.36041998863220215, -0.37588000297546387, 0.027557000517845154, -1.2064000368118286, -1.396399974822998, 0.1659500002861023]"
934,Block,Block or blocked may refer to:,"['block', 0.4037800133228302, -0.2550300061702728, 0.838699996471405, 0.1443299949169159, -0.02962600067257881, 0.44150999188423157, 0.03721199929714203, -0.37106001377105713, 0.20106999576091766, -0.12199000269174576, -0.8098199963569641, -0.5866100192070007, -0.17374999821186066, 0.26256000995635986, -0.39035001397132874, 0.4953700006008148, 0.7182999849319458, -0.16830000281333923, 0.24196000397205353, -0.6218799948692322, 0.765250027179718, -0.5050299763679504, -0.5846099853515625, 0.45089998841285706, -0.444489985704422, -1.0252000093460083, 0.6060299873352051, 0.18355999886989594, 0.19986000657081604, -0.6829599738121033, 2.7227001190185547, -0.7432000041007996, -0.6533600091934204, -0.34060001373291016, -0.10982999950647354, 0.11224000155925751, 0.8113200068473816, -0.5179700255393982, -0.16117000579833984, -0.043324001133441925, 0.23059000074863434, 0.15737999975681305, -0.07939200103282928, 0.040546998381614685, -0.35526999831199646, 0.3447200059890747, 0.0037358999252319336, -0.714900016784668, -0.08110199868679047, 0.13455000519752502]"
935,Bone,"A bone is a rigid organ that constitutes part of the skeleton in most vertebrate animals. Bones protect the various other organs of the body, produce red and white blood cells, store minerals, provide structure and support for the body, and enable mobility. Bones come in a variety of shapes and sizes and have complex internal and external structures. They are lightweight yet strong and hard and serve multiple functions.","['bone', 0.58992999792099, 0.0243539996445179, -0.21233999729156494, -0.14963999390602112, 0.4566900134086609, 1.7024999856948853, 0.411190003156662, 0.08198399841785431, 1.3004000186920166, 0.10014999657869339, 0.5946499705314636, -0.15153999626636505, 0.121629998087883, 0.13933999836444855, -0.06798499822616577, 0.88714998960495, 0.0991320013999939, -0.8983700275421143, 0.11708000302314758, 0.6100299954414368, -0.9604499936103821, -0.6275799870491028, 0.6253399848937988, -0.7321000099182129, -0.14650000631809235, -0.4260199964046478, -0.524940013885498, 0.4041599929332733, 0.22936999797821045, -0.9546399712562561, 2.5504000186920166, -0.7514600157737732, 0.9920700192451477, 0.49035999178886414, -0.31481000781059265, 0.9996299743652344, 0.9218299984931946, 0.7077999711036682, 1.336400032043457, -0.5030900239944458, -0.12884999811649323, -0.29798001050949097, -0.8124600052833557, 0.5364599823951721, 1.6157000064849854, -0.08067800104618073, 0.9350200295448303, -0.4697900116443634, -0.8890600204467773, -0.2590799927711487]"
936,Calendar,"A calendar is a system of organizing days. This is done by giving names to periods of time, typically days, weeks, months and years. A date is the designation of a single and specific day within such a system. A calendar is also a physical record of such a system. A calendar can also mean a list of planned events, such as a court calendar or a partly or fully chronological list of documents, such as a calendar of wills.","['calendar', -0.28290998935699463, 0.5996699929237366, -0.6316400170326233, -0.20319999754428864, 0.3950499892234802, -0.5743299722671509, -0.6574299931526184, -1.541700005531311, -0.15481999516487122, -0.3847300112247467, -0.048618000000715256, -0.7926499843597412, -0.10281000286340714, 0.33138999342918396, 1.7710000276565552, 0.3491100072860718, -1.2252999544143677, -0.6685799956321716, -0.046650998294353485, 0.2396399974822998, 0.15919999778270721, -1.169600009918213, -0.450190007686615, 1.0894999504089355, 0.36820998787879944, -0.2750000059604645, -1.0772000551223755, -0.5960999727249146, -0.5642899870872498, 0.9380699992179871, 2.0483999252319336, 0.3155499994754791, -0.8701199889183044, 0.48061999678611755, -0.20187999308109283, 0.006750899832695723, 0.2929700016975403, 0.2673499882221222, -0.8156300187110901, 0.36708998680114746, -0.5424399971961975, -0.20303000509738922, -1.0437999963760376, 1.1719000339508057, -0.36449000239372253, 0.17656999826431274, 1.32260000705719, 0.05707399919629097, 0.30511000752449036, -0.6751000285148621]"
937,Cap,"A cap is a flat headgear, usually with a visor. Caps have crowns that fit very close to the head. They made their first appearance as early as 3200 BC. Caps typically have a visor, or no brim at all. They are popular in casual and informal settings, and are seen in sports and fashion. They are typically designed for warmth, and often incorporate a visor to block sunlight from the eyes. They come in many shapes, sizes, and are of different brands. Baseball caps are one of the most common types of cap.","['cap', -0.782829999923706, 0.14969000220298767, -0.2984600067138672, -0.8146100044250488, 0.2478799968957901, -0.00010453999857418239, -0.40375998616218567, -0.9172899723052979, 0.43029001355171204, -0.27630001306533813, 0.39851000905036926, 0.24265000224113464, 0.03407200053334236, 0.4498099982738495, 0.0241480004042387, 0.33122000098228455, 0.38927000761032104, -0.43584001064300537, -0.8560600280761719, -1.0714999437332153, -0.5056599974632263, -1.011299967765808, -0.44721001386642456, -1.188099980354309, -1.5211999416351318, -1.096500039100647, -0.12099000066518784, 1.0399999618530273, 0.27129000425338745, -0.19836999475955963, 2.060699939727783, 0.5737299919128418, -0.3851799964904785, 0.7762399911880493, -0.05951999872922897, 0.03142600134015083, 0.38837000727653503, -0.07521700114011765, 0.43500998616218567, -0.9087799787521362, -0.33616000413894653, 0.0013979000505059958, 0.1276399940252304, 0.45247000455856323, -0.5309699773788452, -0.6705600023269653, 0.1863500028848648, 0.014235000126063824, -0.003969400189816952, -0.2528899908065796]"
938,Coat,"A coat typically is an outer garment for the upper body as worn by either gender for warmth or fashion. Coats typically have long sleeves and are open down the front and closing by means of buttons, zippers, hook-and-loop fasteners, toggles, a belt, or a combination of some of these. Other possible features include collars, shoulder straps and hoods.","['coat', -0.6614500284194946, 0.3240300118923187, -1.354599952697754, -0.7275099754333496, 1.205399990081787, 0.880370020866394, 0.22551000118255615, -0.5123100280761719, 0.00046020999434404075, -1.5268000364303589, 0.5769199728965759, 0.2129400074481964, 0.7240999937057495, 0.333979994058609, -0.39087000489234924, 0.390529990196228, -0.49265000224113464, 0.02938299998641014, -0.2791599929332733, -1.2111999988555908, -0.24560999870300293, -0.7254300117492676, 0.6321099996566772, 0.08479899913072586, -1.239799976348877, -1.1345000267028809, -0.9546399712562561, 1.7937999963760376, 0.871649980545044, -0.8222600221633911, 1.2832000255584717, 0.17598000168800354, -0.6525099873542786, 0.4404599964618683, -0.007903399877250195, 0.8759199976921082, -0.22352999448776245, 0.7326300144195557, 0.2633500099182129, -0.4608199894428253, 0.9655500054359436, 0.42796000838279724, 0.1268800050020218, -0.2026900053024292, 0.025906000286340714, -0.35065001249313354, 0.5573700070381165, -0.9127600193023682, 0.34376999735832214, -0.4830099940299988]"
939,Contest,"Contest may refer to:Competition
Will contest
Contesting, amateur radio contesting (radiosport)","['contest', -1.0543999671936035, 0.17441999912261963, -0.6117100119590759, 0.8465200066566467, -0.1805099993944168, 0.8389800190925598, -0.1060900017619133, 0.4979099929332733, -0.040437001734972, 0.38874998688697815, -0.5308200120925903, -0.9976500272750854, -0.17307999730110168, 0.36781999468803406, 0.8810099959373474, -0.5834299921989441, 0.2763800024986267, 0.1294499933719635, -0.7705199718475342, -0.6341400146484375, 0.6526700258255005, -0.09516199678182602, 0.5608699917793274, 0.6021199822425842, -0.01985199935734272, -1.3975000381469727, -0.5386199951171875, -0.3005400002002716, -0.382750004529953, -0.19633999466896057, 2.0035998821258545, 0.39642998576164246, -1.249500036239624, -0.5767999887466431, -0.15113000571727753, -0.14351999759674072, 0.0736600011587143, 0.7588099837303162, -0.8561300039291382, -1.1204999685287476, -0.17961999773979187, -0.03949800133705139, -1.085800051689148, 0.05968699976801872, -0.5738999843597412, -0.15127000212669373, 0.06408099830150604, -0.4114300012588501, 0.25714999437332153, 0.02517700009047985]"
940,Corner,Corner may refer to:,"['corner', 0.07014399766921997, -0.10713999718427658, -0.0959239974617958, -0.6773499846458435, 0.9614599943161011, -1.100000023841858, -0.8228899836540222, 0.19235999882221222, 0.5234400033950806, -0.248989999294281, -0.6961699724197388, -0.5215799808502197, -0.7008299827575684, 0.1952199935913086, -0.5622199773788452, 0.00796279963105917, 0.9236299991607666, -0.6068699955940247, -0.7450000047683716, -0.4006899893283844, -0.3008899986743927, 0.033966001123189926, -1.0637999773025513, 0.8210600018501282, 0.20140999555587769, -1.308899998664856, 0.4210599958896637, 1.2029000520706177, 0.2883000075817108, -1.0068999528884888, 2.2820000648498535, -0.2556400001049042, 0.5488899946212769, 0.2926099896430969, -0.17587000131607056, 0.3488999903202057, -0.035523999482393265, 0.7467399835586548, 0.328900009393692, 0.06673000007867813, 0.5056899785995483, 0.9657599925994873, -0.4115700125694275, -0.06588400155305862, -0.7142199873924255, 0.5976200103759766, 0.6484400033950806, -1.5595999956130981, 0.333050012588501, -0.7477200031280518]"
941,Court,"A court is any person or institution, often as a government institution, with the authority to adjudicate legal disputes between parties and carry out the administration of justice in civil, criminal, and administrative matters in accordance with the rule of law. In both common law and civil law legal systems, courts are the central means for dispute resolution, and it is generally understood that all people have an ability to bring their claims before a court. Similarly, the rights of those accused of a crime include the right to present a defense before a court.","['court', -0.354449987411499, -0.5518100261688232, -1.0240000486373901, 0.5938400030136108, 0.5791100263595581, -0.06178800016641617, 0.7290099859237671, 1.2659000158309937, -0.1337299942970276, -0.34189000725746155, -0.4583199918270111, -0.32752999663352966, -0.5063700079917908, -0.40303000807762146, 0.9667099714279175, 0.23091000318527222, -0.6012200117111206, -0.9605000019073486, 0.008854200132191181, -0.43992000818252563, 0.8679900169372559, 0.5351300239562988, -0.37549999356269836, 0.09889499843120575, -0.958620011806488, -3.057499885559082, 0.13488000631332397, -0.2777400016784668, -0.8798199892044067, -0.4781000018119812, 2.5880000591278076, -1.041200041770935, -0.7646700143814087, -0.8367199897766113, 0.37049001455307007, -0.5815399885177612, 0.9455500245094299, -0.008291699923574924, 0.051426000893116, -0.37127000093460083, -0.15439000725746155, 0.6722400188446045, 0.5706899762153625, 0.8053900003433228, -0.7087000012397766, 0.28793999552726746, -0.6288599967956543, -0.47115999460220337, 0.13036000728607178, -0.3352299928665161]"
942,Cup,"A cup is an open-top used to hold hot or cold liquids for pouring or drinking; while mainly used for drinking, it also can be used to store solids for pouring. Cups may be made of glass, metal, china, clay, wood, stone, polystyrene, plastic, aluminium or other materials, and are usually fixed with a stem, handles, or other adornments. Cups are used for quenching thirst across a wide range of cultures and social classes, and different styles of cups may be used for different liquids or in different situations. Cups of different styles may be used for different types of liquids or other foodstuffs, in different situations, or for decoration.","['cup', -0.793690025806427, 0.9334999918937683, -1.0078999996185303, 1.5016000270843506, -0.06272300332784653, 0.046939000487327576, -0.504360020160675, 0.780239999294281, -0.1634799987077713, -0.7097499966621399, 0.35398000478744507, 0.1029599979519844, -1.4805999994277954, -0.23232999444007874, 1.611899971961975, 0.07742100208997726, 0.8338199853897095, 0.3361800014972687, -2.0190999507904053, -0.8147799968719482, -0.3377299904823303, -0.6292399764060974, 1.2924000024795532, 0.5037800073623657, -0.601830005645752, -0.9215499758720398, 0.0017350000562146306, 0.44196000695228577, -0.2563000023365021, 0.22931000590324402, 2.4195001125335693, 1.4082000255584717, -0.7397400140762329, 1.2116999626159668, 0.18825000524520874, 0.32892000675201416, -0.04984400048851967, 1.7872999906539917, -0.15831999480724335, -1.8170000314712524, 0.5269299745559692, -0.6131500005722046, -0.08817599713802338, -0.7039300203323364, 0.23619000613689423, 1.8848999738693237, -0.05865500122308731, 0.18289999663829803, 0.2222999930381775, -1.1195000410079956]"
943,District,"A district is a type of administrative division that, in some countries, is managed by the local government. Across the world, areas known as ""districts"" vary greatly in size, spanning regions or counties, several municipalities, subdivisions of municipalities, school district, or political district.","['district', -0.2789599895477295, -0.6372799873352051, -0.5053399801254272, 0.3101300001144409, 0.3683899939060211, -0.5470600128173828, 0.4008300006389618, 0.4436199963092804, 0.6264100074768066, -1.3909000158309937, -1.0806000232696533, -1.9062999486923218, 0.2861500084400177, -1.3978999853134155, -0.42638999223709106, 0.1684499979019165, 0.7832900285720825, 0.4942399859428406, 0.27511000633239746, 0.7002400159835815, 0.49592000246047974, -0.7462999820709229, -0.2730099856853485, 1.197100043296814, -1.0759999752044678, -1.7345000505447388, -0.30243998765945435, 0.2343599945306778, -1.313099980354309, -1.0174000263214111, 2.9439001083374023, -1.1440999507904053, 0.40474000573158264, -0.8152300119400024, 1.2168999910354614, 0.05300400033593178, 0.7500900030136108, 0.3667699992656708, 0.5363399982452393, 0.6135500073432922, -1.2985999584197998, 0.9330000281333923, -0.18591000139713287, -0.8687800168991089, -1.3558000326156616, 0.11292999982833862, -0.6506800055503845, -0.9697700142860413, 0.8573099970817566, 0.7981699705123901]"
944,Door,"A door is a hinged or otherwise movable barrier that allows ingress (entry) into and egress (exit) from an enclosure. The created opening in the wall is a doorway or portal. A door's essential and primary purpose is to provide security by controlling access to the doorway (portal). Conventionally, it is a panel that fits into the doorway of a building, room, or vehicle. Doors are generally made of a material suited to the door's task. They are commonly attached by hinges, but can move by other means, such as slides or counterbalancing.","['door', 0.4241499900817871, 0.3665100038051605, 0.4175499975681305, -0.36553001403808594, 0.7642099857330322, -0.20803000032901764, -0.4794900119304657, 0.06235300004482269, 0.07983200252056122, -0.5832599997520447, -0.8170899748802185, -0.1231900006532669, -0.7808300256729126, 1.1261999607086182, 0.2677299976348877, 0.5558800101280212, -0.4796600043773651, 0.061101000756025314, 0.6710699796676636, -1.3272000551223755, 0.6226900219917297, 0.48495998978614807, -0.7005199790000916, 0.3947399854660034, -0.013407999649643898, -1.589400053024292, 0.1720699965953827, 1.1836999654769897, 0.3903999924659729, -0.823889970779419, 2.436500072479248, -0.09775199741125107, -0.6859800219535828, 0.1002499982714653, 0.146479994058609, 0.39399001002311707, 0.6772500276565552, -0.20972000062465668, 0.15355999767780304, -0.3728500008583069, 0.020997000858187675, 0.002906499896198511, -0.35128000378608704, 0.21856999397277832, 0.3379899859428406, 0.03409000113606453, 0.4585399925708771, -1.003000020980835, 0.2136099934577942, -0.6107699871063232]"
945,East,East or Orient is one of the four cardinal directions or points of the compass. It is the opposite direction from west and is the direction from which the Sun rises on the Earth.,"['east', 0.20810000598430634, 0.8190199732780457, -0.11073999851942062, 0.037282999604940414, -0.010340999811887741, -0.6926800012588501, -0.5934399962425232, 0.2619900107383728, 0.10482999682426453, -1.1438000202178955, -0.643280029296875, -0.8065199851989746, -0.21755999326705933, -0.6104699969291687, -1.003499984741211, 0.4819999933242798, 1.0123000144958496, 0.2650800049304962, -0.8239200115203857, 0.965499997138977, 0.3070400059223175, -0.08498399704694748, -0.2955999970436096, 0.7809699773788452, 0.028046000748872757, -1.636199951171875, 0.4460200071334839, 0.32453998923301697, -0.1821800023317337, -0.13896000385284424, 3.267199993133545, -0.2703999876976013, 0.3419399857521057, -0.4141699969768524, 0.2582699954509735, -0.553309977054596, -0.6152899861335754, -0.38874998688697815, -0.46946001052856445, 0.5226500034332275, -0.7155600190162659, -0.08873199671506882, 0.4920800030231476, -0.9973599910736084, -0.6531500220298767, 1.0777000188827515, -0.13535000383853912, -0.4583599865436554, -0.3075999915599823, -0.5989800095558167]"
946,Finger,"A finger is a limb of the body and a type of digit, an organ of manipulation and sensation found in the hands of most of the Tetrapods, so also with humans and other primates. Most land vertebrates have five fingers (Pentadactyly).","['finger', -0.6064599752426147, -0.3545700013637543, -0.25565001368522644, -0.18297000229358673, 0.5824999809265137, 0.7450000047683716, 0.297870010137558, 0.4292300045490265, 0.5542500019073486, -0.21783000230789185, -0.15383000671863556, 0.25211000442504883, -0.6035299897193909, 0.4248400032520294, -0.5750700235366821, 0.25892001390457153, -0.3580299913883209, -0.9092699885368347, -0.03269699960947037, -0.2822900116443634, -0.25652000308036804, 0.05039199814200401, 0.8842399716377258, -0.2957000136375427, 0.4124099910259247, -1.582200050354004, -0.11569000035524368, 1.0907000303268433, 0.365229994058609, -1.3366999626159668, 2.1640000343322754, 0.16526000201702118, 0.506659984588623, 0.7634999752044678, -0.4583300054073334, 0.4142099916934967, -0.08637599647045135, 0.04541200026869774, 0.44279998540878296, 0.1544400006532669, 0.15790000557899475, 0.4640200138092041, -0.9674100279808044, 0.6277499794960022, 0.6396600008010864, -0.18643000721931458, 0.8959699869155884, 0.07251399755477905, -0.17640000581741333, -0.9523500204086304]"
