,title,extract,vectored
217,Death,"Death is the irreversible cessation of all biological functions that sustain an organism. For organisms with a brain, death can also be defined as the irreversible cessation of functioning of the whole brain, including brainstem, and brain death is sometimes used as a legal definition of death. The remains of a former organism normally begin to decompose shortly after death. Death is an inevitable process that eventually occurs in almost all organisms.","['death,0.4908899962902069,0.32534000277519226,0.0014417000347748399,-0.8433099985122681,0.6569799780845642,1.0089000463485718,0.2476000040769577,0.6817799806594849,0.1355299949645996,0.1806900054216385,-0.050147999078035355,-0.12703999876976013,-0.4803900122642517,-0.5502399802207947,1.5247000455856323,-0.4305900037288666,-0.8891400098800659,-0.5829399824142456,-0.7469000220298767,0.5878099799156189,-0.08122699707746506,0.4880400002002716,0.2989499866962433,-0.40215998888015747,0.3134300112724304,-2.4330999851226807,-0.8306400179862976,-0.7704200148582458,0.2902100086212158,0.5614100098609924,2.3164000511169434,-0.7161099910736084,-0.5500199794769287,-0.619700014591217,0.16241000592708588,0.08458200097084045,0.9591900110244751,-0.7134400010108948,0.47595998644828796,0.3094100058078766,-0.858519971370697,0.541949987411499,-0.2503499984741211,-0.18671000003814697,0.4584299921989441,0.03916800022125244,-0.5613800287246704,-1.190500020980835,0.21133999526500702,-0.5998600125312805']"
218,Conversation,"Conversation is interactive communication between two or more people. The development of conversational skills and etiquette is an important part of socialization. The development of conversational skills in a new language is a frequent focus of language teaching and learning. Conversation analysis is a branch of sociology which studies the structure and organization of human interaction, with a more specific focus on conversational interaction.","['conversation,0.5575699806213379,0.7305700182914734,-0.6074399948120117,0.2920899987220764,0.7034100294113159,0.015699999406933784,-0.5277600288391113,0.6917600035667419,-0.7689899802207947,0.12438999861478806,-0.8400800228118896,0.36278000473976135,-0.3889800012111664,0.6990200281143188,0.7470399737358093,-0.26093000173568726,-1.0068000555038452,-0.1342799961566925,0.4916599988937378,-0.357369989156723,0.6527199745178223,1.2922999858856201,0.8135799765586853,0.49689000844955444,1.2771999835968018,-1.3158999681472778,0.4423399865627289,0.6540499925613403,0.5313000082969666,-0.012682000175118446,2.158900022506714,-0.25534000992774963,-0.579800009727478,-0.6663600206375122,-0.05259000137448311,-0.12432000041007996,-0.3001199960708618,0.37299999594688416,-0.514490008354187,0.28095000982284546,0.45695000886917114,0.5878499746322632,-1.1294000148773193,0.47394999861717224,0.27208998799324036,-0.37777000665664673,0.553380012512207,0.48502999544143677,-0.4490799903869629,0.5366899967193604']"
219,Housing,"Housing, or more generally, living spaces, refers to the construction and assigned usage of houses or buildings individually or collectively, for the purpose of shelter. Housing ensures that members of society have a place to live, whether it is a home or some other kind of dwelling, lodging or shelter. Many governments have one or more housing authorities, sometimes also called a housing ministry or housing department.","['housing,0.6692100167274475,-0.048172999173402786,0.9394699931144714,-0.894819974899292,0.022249000146985054,-0.21292999386787415,-0.7837799787521362,-1.1549999713897705,-0.3181599974632263,-0.31766000390052795,-1.0858999490737915,-0.7684699892997742,0.4007900059223175,-0.4855400025844574,0.04704900085926056,0.2841799855232239,0.021448999643325806,0.10277999937534332,0.9407699704170227,0.3465000092983246,0.7090700268745422,-0.17952999472618103,-1.4974000453948975,-0.4659300148487091,-0.5711699724197388,-0.16774000227451324,0.3865100145339966,-0.27452000975608826,0.31665998697280884,0.9611799716949463,3.0906999111175537,-0.1182899996638298,1.3222999572753906,-0.6255900263786316,0.3540300130844116,0.4770599901676178,0.3892900049686432,-0.5122100114822388,0.6608800292015076,0.04307299852371216,-1.6414999961853027,-0.3260299861431122,0.760919988155365,0.6106699705123901,0.04707099869847298,0.33359000086784363,-1.003100037574768,0.08414900302886963,0.809220016002655,0.469650000333786']"
220,Inflation,"In economics, inflation is an increase in the general price level of goods and services in an economy. When the general price level rises, each unit of currency buys fewer goods and services; consequently, inflation corresponds to a reduction in the purchasing power of money. The opposite of inflation is deflation, a decrease in the general price level of goods and services. The common measure of inflation is the inflation rate, the annualized percentage change in a general price index. As prices faced by households do not all increase at the same rate, the consumer price index (CPI) is often used for this purpose. The employment cost index is also used for wages in the United States.","['inflation,-0.5752500295639038,-0.6167200207710266,1.4484000205993652,-1.6854000091552734,0.5924999713897705,-0.2786499857902527,0.08119499683380127,-1.1123000383377075,0.11813999712467194,0.4456700086593628,0.6674299836158752,-0.36324000358581543,-0.12417999655008316,-0.41172999143600464,1.0723999738693237,1.0859999656677246,0.2484399974346161,-0.9778900146484375,-0.3561600148677826,-0.32694000005722046,0.3035300076007843,-1.603700041770935,0.040775999426841736,-0.34602999687194824,0.24988000094890594,-1.3420000076293945,0.5656800270080566,0.628790020942688,0.45107001066207886,1.919100046157837,2.8819000720977783,0.49955999851226807,0.8133400082588196,-0.5256400108337402,-0.33737000823020935,-0.7013000249862671,-0.7460200190544128,-0.7009299993515015,0.29179999232292175,-1.1930999755859375,-1.2829999923706055,0.27689000964164734,-0.0805250033736229,-0.6414399743080139,0.518589973449707,-0.38133999705314636,1.226099967956543,1.0485999584197998,1.1894999742507935,0.003069699974730611']"
221,Insurance,"Insurance is a means of protection from financial loss in which, in exchange for a fee, a party agrees to compensate another party in the event of a certain loss, damage, or injury. It is a form of risk management, primarily used to hedge against the risk of a contingent or uncertain loss.","['insurance,0.1585800051689148,-0.018194999545812607,0.40669000148773193,0.07469499856233597,-0.3797700107097626,1.1002000570297241,-0.9467599987983704,-0.16132999956607819,0.7118800282478333,-0.5965399742126465,0.0503540001809597,0.5376399755477905,0.3699600100517273,-0.2880600094795227,0.1857299953699112,-0.0033090999349951744,-0.21647000312805176,-0.22915999591350555,0.5857700109481812,-0.3933199942111969,0.9591000080108643,-0.5537800192832947,-1.2919000387191772,-0.4489299952983856,-0.8863000273704529,-1.5465999841690063,-0.36917999386787415,-0.8601300120353699,-0.01044199988245964,0.042238999158144,2.7153000831604004,0.5656399726867676,0.6674699783325195,0.3216499984264374,-0.20533999800682068,-0.49362000823020935,-0.13763999938964844,-0.4426000118255615,1.5631999969482422,-0.9605600237846375,-0.4116300046443939,-0.5271999835968018,1.1575000286102295,1.1526999473571777,-0.3792099952697754,-0.6218000054359436,-0.8482099771499634,0.8334900140762329,0.6857799887657166,1.110200047492981']"
222,Mood,"Mood may refer to:Mood (psychology), a relatively long lasting emotional state","['mood,-0.0811920017004013,0.5113999843597412,-0.7832099795341492,-0.7230499982833862,0.2521499991416931,-1.0082999467849731,0.5196700096130371,0.16841000318527222,-1.0886000394821167,1.500100016593933,0.021560000255703926,-0.24855999648571014,-0.44861000776290894,0.7671800255775452,-0.5464699864387512,0.8165000081062317,-0.834659993648529,-0.9771299958229065,0.3064900040626526,-0.5093100070953369,-0.43654999136924744,0.884630024433136,0.42028000950813293,-0.13425999879837036,0.052303001284599304,-0.5899699926376343,-1.1902999877929688,1.317199945449829,0.8934999704360962,1.0246000289916992,2.1445000171661377,1.1787999868392944,0.4424299895763397,-0.653249979019165,0.3628099858760834,-0.787310004234314,-0.04468199983239174,-0.22186000645160675,-0.24969999492168427,0.005423299968242645,-0.8433099985122681,0.24773000180721283,-0.8941500186920166,0.04953699931502342,1.0194000005722046,0.1660500019788742,0.2073500007390976,-0.03586599975824356,0.677590012550354,0.552299976348877']"
223,Woman,"A woman is an adult female human. Prior to adulthood, a female human is referred to as a girl. The plural women is sometimes used in certain phrases such as ""women's rights"" to denote female humans regardless of age.","['woman,-0.18152999877929688,0.6482700109481812,-0.582099974155426,-0.4945099949836731,1.5414999723434448,1.3450000286102295,-0.4330500066280365,0.580590009689331,0.3555600047111511,-0.2518399953842163,0.20253999531269073,-0.7164300084114075,0.3061000108718872,0.561269998550415,0.8392800092697144,-0.3808499872684479,-0.9087499976158142,0.4332599937915802,-0.014436000026762486,0.23725000023841858,-0.5379899740219116,1.7773000001907349,-0.06643299758434296,0.697950005531311,0.6929100155830383,-2.6738998889923096,-0.7680500149726868,0.33928999304771423,0.1969500035047531,-0.35245001316070557,2.2920000553131104,-0.27410998940467834,-0.301690012216568,0.0008528599864803255,0.16922999918460846,0.09143300354480743,-0.02360999956727028,0.0362359993159771,0.34488001465797424,-0.8394700288772583,-0.2517400085926056,0.4212299883365631,0.486160010099411,0.022324999794363976,0.5576000213623047,-0.8522300124168396,-0.23072999715805054,-1.3137999773025513,0.48763999342918396,-0.10467000305652618']"
224,Advice,"Advice (noun) or advise (verb) may refer to:Advice (opinion), an opinion or recommendation offered as a guide to action, conduct
Advice a frequently binding instruction issued to a constitutional office-holder
Advice (programming), a piece of code executed when a join point is reached
Advice (complexity), in complexity theory, a string with extra information used by Turing machine or other computing device
Pay advice, also known as a pay slip
HMS Advice, various Royal Navy ships
""Advice"" (song), a 2018 song by Cadet and Deno Driz
""Advice"" (song), the debut single by Christina Grimmie
""Advice"", a song by Kehlani from her album SweetSexySavage
""Advice"", a song by Cavetown
ADVISE, a research and development program within the US Department of Homeland Security
The Advice, an American Contemporary Christian band
The Advice (album), the band's 2013 debut album","['advice,0.29712000489234924,0.23015999794006348,-0.6319500207901001,-0.6162800192832947,0.33278000354766846,-0.23969000577926636,-0.625760018825531,0.2589699923992157,0.11615999788045883,-0.16584999859333038,-0.6083899736404419,1.3734999895095825,0.367249995470047,-0.20689000189304352,0.08695700019598007,-0.14841000735759735,-0.5933600068092346,-0.4649600088596344,1.010699987411499,-0.5974199771881104,0.6424599885940552,1.0223000049591064,0.3589099943637848,0.029645999893546104,0.6466000080108643,-1.4198999404907227,-0.31235000491142273,-0.7553300261497498,-0.05297200009226799,0.03935699909925461,2.3306000232696533,0.4496699869632721,-0.41683998703956604,-0.4964599907398224,0.2605000138282776,0.26183998584747314,-0.21800999343395233,0.3114199936389923,0.1931000053882599,-0.48392999172210693,0.8682699799537659,0.2943800091743469,0.05762200057506561,1.2222000360488892,0.4202300012111664,0.03237399831414223,-0.2110999971628189,1.1033999919891357,0.34836000204086304,0.9613100290298462']"
225,Blood,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. Blood in the circulatory system is also known as peripheral blood, and the blood cells it carries, peripheral blood cells.","['blood,0.8898400068283081,0.35321998596191406,0.0674159973859787,-0.8727700114250183,0.298009991645813,1.3013999462127686,0.6531400084495544,0.01856200024485588,1.6619999408721924,0.7384300231933594,0.9456899762153625,0.17303000390529633,0.25137001276016235,-0.06761500239372253,0.3589699864387512,0.3259199857711792,-0.26225000619888306,-0.5128800272941589,-0.4542999863624573,-0.6145700216293335,0.012047999538481236,0.08942899852991104,1.483199954032898,-0.2034599930047989,-0.30845001339912415,-1.424299955368042,-0.601419985294342,0.5462899804115295,0.31029000878334045,-0.06135400012135506,2.651400089263916,0.6515200138092041,-0.1434600055217743,-0.6036099791526794,-0.4149700105190277,0.45427000522613525,0.38398000597953796,0.15039999783039093,1.3530999422073364,0.03998500108718872,0.40494999289512634,0.1885399967432022,-0.30994001030921936,0.45708999037742615,0.9450500011444092,-0.4037199914455414,0.0672919973731041,-1.0002000331878662,0.25986000895500183,-0.8727999925613403']"
226,Effort,"Effort may refer to:Effort, Pennsylvania, a census-designated place in Monroe County, Pennsylvania, United States
Effortfulness, the subjective experience of exertion when performing an activity
Effort (gamer), League of Legends pro-gamer","['effort,0.7090200185775757,-0.6086099743843079,0.26447001099586487,-0.5455600023269653,-0.08005599677562714,0.15464000403881073,-0.5395299792289734,0.3185200095176697,0.7459499835968018,0.4500199854373932,-0.6794400215148926,-0.0934159979224205,-0.6255699992179871,0.16601000726222992,-0.3485899865627289,-0.5371099710464478,1.0038000345230103,-0.5460799932479858,0.1479099988937378,-0.378930002450943,0.32425999641418457,0.04778200015425682,-0.7142900228500366,-1.0032999515533447,0.20843000710010529,-1.7755999565124512,0.12467999756336212,-0.6156100034713745,0.4940299987792969,-0.06833299994468689,3.196899890899658,0.5070499777793884,-1.0983999967575073,-0.6699900031089783,-0.4271700084209442,0.33313998579978943,-0.5241000056266785,0.20927000045776367,-0.2673099935054779,-0.9029300212860107,-0.47238999605178833,-0.21517999470233917,-0.161080002784729,-0.5669100284576416,-0.015049999579787254,-0.0280930008739233,0.1961199939250946,0.6292099952697754,-0.23874999582767487,0.17260000109672546']"
227,Expression,Expression may refer to:,"['expression,-0.48587000370025635,0.6642199754714966,-0.9360600113868713,-0.17222000658512115,1.0642000436782837,0.7083699703216553,1.3978999853134155,-0.42085000872612,0.18294000625610352,1.3858000040054321,0.9370499849319458,0.005985800176858902,0.6553800106048584,0.10519000142812729,-0.11997999995946884,0.10920999944210052,-0.44905000925064087,-0.8043299913406372,0.8689200282096863,-0.3781599998474121,-0.46740999817848206,0.007878299802541733,0.12894999980926514,0.1485700011253357,0.9026399850845337,-1.1319999694824219,-0.6729199886322021,0.2974799871444702,0.46268001198768616,0.07663899660110474,2.507200002670288,-0.17208999395370483,-0.09981399774551392,-1.4148999452590942,-0.8485199809074402,-0.5056099891662598,0.3149699866771698,-0.4882499873638153,-0.8082699775695801,0.39223000407218933,0.730139970779419,-0.07750499993562698,-0.618340015411377,0.6017299890518188,-0.027194000780582428,-0.15639999508857727,0.31696000695228577,0.17377999424934387,-0.03689799830317497,0.04367600008845329']"
228,Importance,"Importance is a property of entities that matter or make a difference. For example, World War II was an important event and Albert Einstein was an important person because of how they affected the world. There are disagreements in the academic literature about what type of difference is required. According to the causal impact view, something is important if it has a big causal impact on the world. This view is rejected by various theorists, who insist that an additional aspect is required: that the impact in question makes a value difference. This is often understood in terms of how the important thing affects the well-being of people. So on this view, World War II was important, not just because it brought about many wide-ranging changes but because these changes had severe negative impacts on the well-being of the people involved. The difference in question is usually understood counterfactually as the contrast between how the world actually is and how the world would have been without the existence of the important entity. It is often argued that importance claims are context- or domain-dependent. This means that they either explicitly or implicitly assume a certain domain in relation to which something matters. For example, studying for an exam is important in the context of academic success but not in the context of world history. Importance comes in degrees: to be important usually means to matter more within the domain in question than most of the other entities within this domain.","['importance,0.24118000268936157,0.9970999956130981,-0.9992799758911133,-0.06330999732017517,0.9684799909591675,-0.18693000078201294,0.3705199956893921,-0.23204000294208527,0.4949199855327606,-0.15101000666618347,0.34286001324653625,0.38078001141548157,-0.08031599968671799,-0.8257399797439575,-0.5569999814033508,0.3953700065612793,0.2918199896812439,-0.2956700026988983,0.7907800078392029,0.03327000141143799,0.08356600254774094,-0.12279000133275986,-0.29517999291419983,-0.7887200117111206,1.0299999713897705,-1.2660000324249268,-0.6873300075531006,-0.09498400241136551,0.165460005402565,0.36656999588012695,2.7427000999450684,0.8413400053977966,0.17775000631809235,-1.4742000102996826,-0.3259600102901459,-0.34393998980522156,-0.6703000068664551,0.6058400273323059,-1.0551999807357788,0.45974001288414,-0.4463199973106384,-0.6126499772071838,-0.0025146000552922487,-0.31066998839378357,-0.1607999950647354,0.445499986410141,-0.2771100103855133,1.0094000101089478,0.053821999579668045,-0.1435299962759018']"
229,Opinion,"An opinion is a judgment, viewpoint, or statement that is not conclusive, rather than facts, which are true statements.","['opinion,-0.6371700167655945,-0.14704999327659607,0.05994800105690956,-0.371069997549057,0.48208001255989075,0.4378899931907654,0.10666999965906143,0.2928699851036072,-0.4111599922180176,-0.0479389987885952,-0.5141599774360657,-0.46671000123023987,-0.20377999544143677,0.21704000234603882,-0.3090499937534332,-0.2037300020456314,-0.10211999714374542,-1.7431999444961548,0.2355699986219406,-0.5338900089263916,0.03772199898958206,0.49432000517845154,0.7883300185203552,0.023300999775528908,0.5340700149536133,-1.5720000267028809,-1.0332000255584717,-0.10728999972343445,-0.5777999758720398,0.46167999505996704,2.362499952316284,-0.33610999584198,-0.23136000335216522,-1.3935999870300293,-0.9642599821090698,-1.566100001335144,0.007254200056195259,0.06085599958896637,-0.22066999971866608,-0.3316499888896942,0.4176500141620636,-0.19325000047683716,0.04223800078034401,0.597819983959198,-0.4106900095939636,0.4089699983596802,-0.6818199753761292,0.8998200297355652,0.46441999077796936,0.33765000104904175']"
230,Payment,"A payment is the voluntary tender of money or its equivalent or of things of value by one party to another in exchange for goods or services provided by them or to fulfill a legal obligation. The party making the payment is commonly called the payer, while the payee is the party receiving the payment.","['payment,0.8466899991035461,0.14030000567436218,0.5288199782371521,-0.2682099938392639,-0.0032901999074965715,0.6311100125312805,-0.046300001442432404,0.48100998997688293,0.4123300015926361,0.4933199882507324,-0.05065400153398514,0.6340000033378601,0.6391199827194214,-0.7222899794578552,1.226699948310852,-0.2824699878692627,-0.5329800248146057,-0.3167099952697754,0.9933599829673767,-0.43191999197006226,1.1654000282287598,-0.9422299861907959,-0.7242799997329712,-0.12646999955177307,-0.6010800004005432,-0.9936599731445312,0.4200200140476227,-0.6848400235176086,0.2873300015926361,0.19404000043869019,2.851599931716919,0.014932000078260899,-0.3017599880695343,1.023800015449524,0.32875001430511475,-0.07875800132751465,0.5306199789047241,-0.39473000168800354,0.4323500096797943,-0.789110004901886,0.39945000410079956,-0.17392000555992126,0.2663300037384033,0.7867599725723267,-1.0743000507354736,-1.2283999919891357,0.01566999964416027,1.4084999561309814,-0.015526999719440937,0.1375100016593933']"
231,Reality,"Reality is the sum or aggregate of all that is real or existent within a system, as opposed to that which is only imaginary, nonexistent or nonactual. The term is also used to refer to the ontological status of things, indicating their existence. In physical terms, reality is the totality of a system, known and unknown.","['reality,0.23818999528884888,0.31821998953819275,-0.18805000185966492,0.31088998913764954,0.3303599953651428,0.41262999176979065,0.21202999353408813,-0.40790000557899475,-0.25123000144958496,0.5862600207328796,0.07176599651575089,0.29877999424934387,-0.6839600205421448,0.7130200266838074,0.7529000043869019,0.5136299729347229,0.13181999325752258,0.29877999424934387,-0.009505599737167358,0.019720999523997307,0.05793499946594238,0.870710015296936,0.07744400203227997,0.5885800123214722,0.847350001335144,-1.086899995803833,-1.4946000576019287,0.1917400062084198,1.0061999559402466,0.13073000311851501,2.4707000255584717,0.3184800148010254,-0.19315999746322632,-1.1476999521255493,-0.6573399901390076,0.20906999707221985,-0.3723300099372864,-0.39434000849723816,-0.7805200219154358,-0.8832700252532959,-0.16719000041484833,-0.10074000060558319,-0.09326600283384323,0.11680000275373459,-0.7507200241088867,0.13433000445365906,0.48333999514579773,0.10333000123500824,0.18984000384807587,0.5156499743461609']"
232,Responsibility,"Responsibility may refer to:Collective responsibility
Corporate social responsibility
Duty
Legal liability
Legal obligation
Legal responsibility (disambiguation)
Media responsibility
Moral responsibility, or personal responsibility
Obligation
Professional responsibility
Responsibility assumption, a doctrine in existential psychotherapy
Social responsibility
Responsibility for the Holocaust
The Westminster system constitutional conventions of:
Cabinet collective responsibility
Individual ministerial responsibility","['responsibility,0.7351599931716919,-0.17583000659942627,-0.05537499859929085,-0.5614500045776367,1.0875999927520752,0.4490300118923187,0.6139900088310242,0.25095999240875244,0.5698800086975098,-0.6940600275993347,0.022492999210953712,0.3472999930381775,-1.2136000394821167,-0.33131998777389526,-0.44183000922203064,-0.20911000669002533,0.06206100061535835,0.2819400131702423,0.5357499718666077,0.33292001485824585,-0.04777299985289574,0.609749972820282,0.06795600056648254,-0.24975000321865082,-0.3544600009918213,-2.0439000129699707,-0.8909900188446045,-0.3341900110244751,0.4544700086116791,0.14815999567508698,2.6022000312805176,0.9530500173568726,-0.5763900279998779,-0.7685499787330627,-0.11849000304937363,0.09849700331687927,0.05177700147032738,-0.9591900110244751,-0.23669999837875366,0.4997200071811676,-0.5453799962997437,-0.7002599835395813,-0.13564999401569366,0.21589000523090363,-0.4752799868583679,-0.3641600012779236,-1.1806999444961548,1.2376999855041504,0.6540399789810181,0.022299999371170998']"
233,Situation,Situation and its derivations may refer to:,"['situation,0.7045300006866455,-0.37470000982284546,-0.6093900203704834,0.1462700068950653,0.3691500127315521,-0.526960015296936,0.40230000019073486,0.6602500081062317,-0.17058999836444855,-0.6947000026702881,0.13662000000476837,0.22425000369548798,-0.8092799782752991,-0.2697199881076813,0.874019980430603,0.9269199967384338,0.4075999855995178,-0.4095599949359894,0.6487699747085571,0.09894199669361115,-0.4590100049972534,0.5042099952697754,0.30219000577926636,0.1424500048160553,1.010599970817566,-1.4686000347137451,-0.14313000440597534,0.5551599860191345,1.0045000314712524,0.8803499937057495,3.39739990234375,0.3387399911880493,-0.0015701999654993415,-1.0225000381469727,-0.31459999084472656,-0.006435399875044823,-0.36250001192092896,-0.301470011472702,-0.11311999708414078,0.17041000723838806,-1.1502000093460083,0.22520999610424042,0.44652000069618225,-0.5019699931144714,-0.19791999459266663,0.34042999148368835,0.1535400003194809,1.145400047302246,0.32780998945236206,0.6167299747467041']"
234,Skill,"A skill is the learned ability to act with determined results with good execution often within a given amount of time, energy, or both. Skills can often be divided into domain-general and domain-specific skills. For example, in the domain of work, some general skills would include time management, teamwork and leadership, self-motivation and others, whereas domain-specific skills would be used only for a certain job. Skill usually requires certain environmental stimuli and situations to assess the level of skill being shown and used.","['skill,-0.6817899942398071,0.2143400013446808,-0.5772299766540527,-0.3458699882030487,0.7889800071716309,0.0561860017478466,0.5985000133514404,0.1672399938106537,0.3140200078487396,0.6799799799919128,0.5163599848747253,0.38297000527381897,-0.24763000011444092,-0.6146600246429443,-0.7246099710464478,-0.7024700045585632,0.504040002822876,0.8491799831390381,-0.14103999733924866,-1.294700026512146,-0.30654001235961914,0.5898600220680237,-0.5342299938201904,-0.8822500109672546,0.880840003490448,-0.7895900011062622,-1.0299999713897705,-0.8090000152587891,0.6303600072860718,0.1358499974012375,2.311300039291382,0.8898500204086304,0.1633400022983551,-0.9998400211334229,0.7979400157928467,1.0455000400543213,-0.48267999291419983,1.2662999629974365,-0.28703999519348145,-0.1976899951696396,0.34334999322891235,-0.1521800011396408,-0.38128000497817993,0.6573100090026855,-0.14000000059604645,-0.689079999923706,0.8473100066184998,0.6881399750709534,-0.41416001319885254,0.2758600115776062']"
235,Statement,Statement or statements may refer to:,"['statement,0.7552000284194946,-0.046365998685359955,-0.4068700075149536,0.5001199841499329,0.8188300132751465,-0.1722099930047989,-0.1589300036430359,-0.1028899997472763,0.06987600028514862,-0.6192399859428406,-0.038256000727415085,0.057819001376628876,-0.8778799772262573,-0.5051599740982056,0.412200003862381,0.12714999914169312,-0.524590015411377,-0.8021199703216553,0.3422600030899048,-0.21856999397277832,0.16670000553131104,0.7168099880218506,0.26287999749183655,-0.7670300006866455,-0.044711001217365265,-1.8238999843597412,-0.17643000185489655,0.5541700124740601,-0.9991700053215027,0.1680999994277954,2.990799903869629,-0.3351700007915497,-0.6160899996757507,-0.33809998631477356,-0.48721998929977417,-1.1239999532699585,0.7452300190925598,-0.7653099894523621,-0.5138099789619446,0.3526900112628937,0.361380010843277,0.14980000257492065,-0.15911999344825745,-0.7524899840354919,0.3942500054836273,0.04447200149297714,-1.1088000535964966,1.9118000268936157,0.26269999146461487,0.3517400026321411']"
236,Wealth,"Wealth is the abundance of valuable financial assets or physical possessions which can be converted into a form that can be used for transactions. This includes the core meaning as held in the originating Old English word weal, which is from an Indo-European word stem. The modern concept of wealth is of significance in all areas of economics, and clearly so for growth economics and development economics, yet the meaning of wealth is context-dependent. An individual possessing a substantial net worth is known as wealthy. Net worth is defined as the current value of one's assets less liabilities.","['wealth,0.422789990901947,0.8622699975967407,0.3986999988555908,-0.03458600118756294,1.0986000299453735,0.12626999616622925,0.10135000199079514,-0.5119400024414062,0.3735800087451935,0.8004999756813049,0.022985000163316727,0.5848299860954285,0.2345699965953827,-1.2294000387191772,0.2923299968242645,0.33434000611305237,0.9513999819755554,-0.11580000072717667,0.5942400097846985,0.06379999965429306,0.5768499970436096,-0.3761900067329407,0.002979899989441037,-0.7148000001907349,-0.25235000252723694,-0.8987200260162354,-1.0002000331878662,-0.4485900104045868,0.7699800133705139,0.9125699996948242,2.2000999450683594,0.6546400189399719,0.6546800136566162,-0.8013700246810913,-0.6369199752807617,0.24925999343395233,-2.151400089263916,0.34501999616622925,0.18862000107765198,-0.5003100037574768,-0.05182399973273277,0.030395999550819397,0.18807999789714813,0.7509300112724304,-1.058500051498413,-0.4230499863624573,-0.9516100287437439,-0.1761000007390976,0.24178999662399292,-0.9665200114250183']"
237,Application,Application may refer to:,"['application,0.37272998690605164,-0.22075000405311584,-0.062467001378536224,0.9339500069618225,-0.2810100018978119,0.221110001206398,-0.11114999651908875,-0.8653799891471863,0.6843199729919434,0.5343499779701233,0.6910200119018555,0.2600499987602234,0.45475998520851135,-0.34132999181747437,0.2708599865436554,0.4753299951553345,-0.8381999731063843,-0.19580000638961792,0.9146199822425842,-0.5673999786376953,0.5361700057983398,-0.24075999855995178,-0.6743900179862976,0.14250999689102173,0.10006999969482422,-0.9582300186157227,0.48353999853134155,-0.5152199864387512,-0.3117400109767914,-0.11449000239372253,3.013700008392334,-1.1926000118255615,-1.3194999694824219,-0.952489972114563,0.11743000149726868,0.03982799872756004,0.581309974193573,0.4240899980068207,-0.28125,-0.7653899788856506,0.9862300157546997,-0.3560500144958496,-0.11101000010967255,0.8434699773788452,-0.6034899950027466,-0.22495999932289124,0.7581300139427185,0.7515199780464172,0.44126999378204346,0.09344399720430374']"
238,City,"A city is a human settlement of notable size. It can be defined as a permanent and densely settled place with administratively defined boundaries whose members work primarily on non-agricultural tasks. Cities generally have extensive systems for housing, transportation, sanitation, utilities, land use, production of goods, and communication. Their density facilitates interaction between people, government organisations and businesses, sometimes benefiting different parties in the process, such as improving efficiency of goods and service distribution.","['city,0.4394499957561493,0.43268001079559326,-0.36654001474380493,0.2778100073337555,0.06293199956417084,-0.8020099997520447,-0.9304100275039673,0.016388000920414925,-0.5503000020980835,-0.1627800017595291,-0.4035100042819977,-1.3975000381469727,0.32078999280929565,-0.8895400166511536,-0.18852999806404114,0.1151600033044815,0.04532599821686745,0.830020010471344,-0.8759499788284302,0.7765300273895264,0.5594800114631653,0.07472100108861923,-0.8467199802398682,0.4097999930381775,-0.5977399945259094,-2.062000036239624,-0.15894000232219696,0.5797899961471558,0.2827000021934509,-1.021299958229065,3.248800039291382,0.5002899765968323,0.11558999866247177,-1.170699954032898,0.19016000628471375,0.3688800036907196,-0.04201800003647804,0.028233999386429787,0.5412499904632568,0.8489000201225281,-0.667110025882721,0.607990026473999,0.237869992852211,-0.6537799835205078,-0.7055000066757202,0.5164999961853027,-1.0779999494552612,-0.7152400016784668,0.4840199947357178,-0.3255999982357025']"
239,County,"
A county is a geographic region of a country used for administrative or other purposes in certain modern nations. The term is derived from the Old French comté denoting a jurisdiction under the sovereignty of a count (earl) or a viscount. Literal equivalents in other languages, derived from the equivalent of ""count"", are now seldom used officially, including comté, contea, contado, comtat, condado, Grafschaft, graafschap, and zhupa in Slavic languages; terms equivalent to commune/community are now often instead used.","['county,-0.8981199860572815,0.14708000421524048,-0.5217199921607971,1.0443999767303467,-0.07855500280857086,0.40970999002456665,-0.7953699827194214,1.1690000295639038,0.8714799880981445,-1.6658999919891357,-0.8704000115394592,-0.8994799852371216,1.3634999990463257,-2.438199996948242,-0.4038600027561188,-0.24445000290870667,0.221220001578331,0.4195399880409241,-0.03869900107383728,-0.005861800163984299,0.20688000321388245,-0.6752300262451172,0.1814199984073639,0.6151599884033203,-0.4089699983596802,-1.875,-0.03206299990415573,-0.03256699815392494,-0.6519299745559692,-1.6203999519348145,2.670799970626831,-1.0152000188827515,0.3930799961090088,-1.38100004196167,1.195099949836731,-0.16292999684810638,0.0046132998540997505,-0.1454000025987625,1.3567999601364136,0.3516800105571747,-1.075700044631958,0.7994999885559082,-0.2345000058412552,-0.5622900128364563,-1.8421000242233276,0.42531999945640564,-0.8111500144004822,-0.9828799962997437,0.6194999814033508,0.27140000462532043']"
